,PC Time (%m/%d/%Y %H:%M:%S),Index,Scan count,Pressure (db),Depth (m),Temperature (C) Temperature (C) ,Conductivity (S/m) ,Salinity (PSU),[O2] (umol/kg) (SBE43),Density (kg/m3),Fluorescence (mg/m3) CDOM,Beam Transmission (%),PAR,Descent rate (m/s),Lat (Deg),Lon (Deg),Time (s),Voltage Input 1 (V),Current Input 1 (A),Voltage Input 2 (V),Current Input 2 (A),Roughing Pump Tach (rpm),Turbo Temp (C),Turbo Current (mA),Turbo Speed (%),Total Pressure (Torr),Hardware Function (Byte),Condition Code (Byte),Sample Temperature (°C),Sample Duty Cycle (%),Vacuum Temperature (°C),Vacuum Duty Cycle (%),Sterling Pump Temp (K),Unassigned Tc (°C),Leak Detect (0or1),Solenoid Valve Current State (0or1),uC Temp. (°C),uC Humidity (%),Storage Position (%),Optode,Temperature (°C),Pressure (dB),Conductivity,pH,Velocity of Sound (m/s),Density,Potential Temp (°C),Salinity,Depth (m).1,Winching Rate (m/s),Sat. [CH4] (umol/kg),Sat. [N2] (umol/kg),Sat. [O2] (umol/kg),Sat. [Ar] (umol/kg),Sat. [CO2] (umol/kg),Altitude (m),Scan Number,MASS( 5 ),MASS( 14 ),MASS( 15 ),MASS( 16 ),MASS( 17 ),MASS( 18 ),MASS( 28 ),MASS( 32 ),MASS( 34 ),MASS( 40 ),MASS( 44 ),MASS( 45 ),MASS( 62 ),Baseline (A) ,CPU Temp*1e-9 (°C)
0,2017-07-16 01:22:03,4082.0,228769.0,5.9193,5.8775,28.04669,5.8285363,36.40984,187.5014,1023.46529,0.01314,95.87268,0.0,-0.3471,33.078520000000005,-72.20298000000001,150018608.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.5600000000000004e-05,128.0,32.0,35.18,6.0,0.0,0.0,0.0,0.0,0.0,1.0,36.2,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1811.0,6.7538e-14,8.32667e-12,3.58297e-13,4.76765e-11,5.29937e-10,2.13419e-09,1.23691e-10,8.28333e-11,4.2714399999999997e-13,4.49674e-12,2.7835e-12,1.3544400000000001e-13,6.52967e-14,4.56801e-12,4.61442e-12
1,2017-07-16 01:22:06,4083.0,228817.0,5.3654,5.3275,28.04226,5.828122799999999,36.41052,188.2195,1023.4648900000001,0.01314,95.89913,0.0,-0.2632,33.0786,-72.20296,150018608.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.5600000000000004e-05,128.0,32.0,35.18,6.0,0.0,0.0,0.0,0.0,0.0,1.0,36.2,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1812.0,6.756230000000001e-14,8.52785e-12,3.86483e-13,4.76081e-11,5.29596e-10,2.13885e-09,1.25244e-10,8.28262e-11,4.26784e-13,4.56768e-12,2.8486700000000002e-12,1.37682e-13,6.49186e-14,4.50617e-12,4.658830000000001e-12
2,2017-07-16 01:22:10,4084.0,228865.0,4.9657,4.9306,28.04492,5.828512,36.41133,187.4157,1023.46291,0.01314,95.84622,0.0,-0.2113,33.07868,-72.20294,150018608.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.5600000000000004e-05,128.0,32.0,35.16,6.0,0.0,0.0,0.0,0.0,0.0,1.0,36.2,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1813.0,6.78364e-14,8.637089999999999e-12,4.0598099999999997e-13,4.77023e-11,5.291699999999999e-10,2.1406700000000002e-09,1.28171e-10,8.34532e-11,4.29136e-13,4.64251e-12,2.93743e-12,1.38747e-13,6.516319999999999e-14,4.58145e-12,4.6031e-12
3,2017-07-16 01:22:14,4085.0,228913.0,4.533,4.501,28.04741,5.8286309,36.41037,186.9161,1023.4595199999999,0.01314,95.87268,0.0,-0.2103,33.078759999999996,-72.20291999999999,150018608.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.18,6.0,0.0,0.0,0.0,0.0,0.0,1.0,36.2,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1814.0,6.81746e-14,8.69482e-12,4.26437e-13,4.77494e-11,5.283170000000001e-10,2.13652e-09,1.2857299999999998e-10,8.36806e-11,4.32307e-13,4.73976e-12,3.09208e-12,1.4394000000000002e-13,6.56714e-14,4.6103099999999996e-12,4.6062e-12
4,2017-07-16 01:22:18,4086.0,228961.0,4.1229,4.0937,28.04676,5.828511499999999,36.41016,187.5493,1023.4578300000001,0.01314,95.87268,0.0,-0.2236,33.07884,-72.20291999999999,150018609.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.16,6.0,0.0,0.0,0.0,0.0,0.0,1.0,36.3,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1814.0,6.81746e-14,8.69482e-12,4.26437e-13,4.77494e-11,5.283170000000001e-10,2.13652e-09,1.2857299999999998e-10,8.36806e-11,4.32307e-13,4.73976e-12,3.09208e-12,1.4394000000000002e-13,6.56714e-14,4.6103099999999996e-12,4.6062e-12
5,2017-07-16 01:22:21,4087.0,229009.0,3.3221,3.2986,28.045959999999997,5.8284395,36.41052,186.3194,1023.4549300000001,0.01314,95.89913,0.0,-0.4099,33.078920000000004,-72.20291999999999,150018609.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.16,6.0,0.0,0.0,0.0,0.0,0.0,1.0,36.3,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1815.0,6.75605e-14,8.71792e-12,4.61242e-13,4.78035e-11,5.2782e-10,2.12179e-09,1.2856600000000002e-10,8.39915e-11,4.3094e-13,4.775180000000001e-12,3.14571e-12,1.43597e-13,6.55014e-14,4.66494e-12,4.61442e-12
6,2017-07-16 01:22:25,4088.0,229057.0,2.9703,2.9493,28.043090000000003,5.8281691,36.410940000000004,187.2688,1023.45469,0.01314,95.872,229417.0,6.0191,5.9765,28.045859999999998,5.8287033,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.15,6.0,0.0,0.0,0.0,0.0,0.0,1.0,36.2,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1816.0,6.71685e-14,8.68905e-12,4.74371e-13,4.77751e-11,5.27876e-10,2.1214499999999995e-09,1.2872899999999997e-10,8.4091e-11,4.33362e-13,4.81792e-12,3.21765e-12,1.4593199999999998e-13,6.50816e-14,4.6124199999999994e-12,4.64639e-12
7,2017-07-16 01:22:30,4089.0,229465.0,6.829,6.7807,28.054440000000003,5.8295779,36.41091,187.9706,1023.46744,0.01314,95.87268,0.0,0.4231,33.07966,-72.20278,150018611.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.16,6.0,0.0,0.0,0.0,0.0,0.0,1.0,36.3,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1816.0,6.71685e-14,8.68905e-12,4.74371e-13,4.77751e-11,5.27876e-10,2.1214499999999995e-09,1.2872899999999997e-10,8.4091e-11,4.33362e-13,4.81792e-12,3.21765e-12,1.4593199999999998e-13,6.50816e-14,4.6124199999999994e-12,4.615530000000001e-12
8,2017-07-16 01:22:32,4090.0,229513.0,6.8395,6.7911,28.037,5.8275117,36.40982,187.4465,1023.4724,0.01314,95.89913,0.0,-0.0056,33.07974,-72.20276,150018611.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.16,6.0,0.0,0.0,0.0,0.0,0.0,1.0,36.3,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1817.0,6.78711e-14,8.70193e-12,4.95687e-13,4.7832e-11,5.27336e-10,2.1237800000000003e-09,1.2855799999999998e-10,8.41602e-11,4.3273699999999997e-13,4.83869e-12,3.2432400000000002e-12,1.47004e-13,6.52187e-14,4.60099e-12,4.615530000000001e-12
9,2017-07-16 01:22:41,4091.0,229561.0,7.0835,7.0334,28.04952,5.8290296999999995,36.41077,188.0273,1023.47004,0.01314,95.89913,0.0,0.1306,33.0798,-72.20274,150018611.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.14,6.0,0.0,0.0,0.0,0.0,0.0,1.0,36.3,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1818.0,6.585010000000001e-14,8.67484e-12,5.020979999999999e-13,4.77334e-11,5.26668e-10,2.11173e-09,1.2836e-10,8.4146e-11,4.3235600000000005e-13,4.856780000000001e-12,3.27571e-12,1.47479e-13,6.47798e-14,4.55769e-12,4.6185300000000005e-12
10,2017-07-16 01:22:44,4092.0,229609.0,7.6495,7.5953,28.04914,5.829181,36.41196,187.7272,1023.4734800000001,0.01314,95.89913,0.0,0.2929,33.0799,-72.20274,150018611.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.5600000000000004e-05,128.0,32.0,35.14,6.0,0.0,0.0,0.0,0.0,0.0,1.0,36.4,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1819.0,6.693079999999999e-14,8.67728e-12,5.130060000000001e-13,4.77529e-11,5.25304e-10,2.1137199999999996e-09,1.2837000000000002e-10,8.40519e-11,4.32467e-13,4.862e-12,3.28604e-12,1.47708e-13,6.50782e-14,4.5639e-12,4.6185300000000005e-12
11,2017-07-16 01:22:48,4093.0,229657.0,7.9609,7.9046,28.048170000000002,5.8291176,36.41216,187.7383,1023.4752800000001,0.01314,95.89913,0.0,0.1758,33.07996,-72.20272,150018612.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.13,6.0,0.0,0.0,0.0,0.0,0.0,1.0,36.4,0.0,0.0,,,,,,,,,,,,,,,,,0.0,1820.0,6.821799999999999e-14,8.67684e-12,5.19459e-13,4.77245e-11,5.251340000000001e-10,2.1173600000000002e-09,1.28402e-10,8.41514e-11,4.31828e-13,4.87477e-12,3.3019699999999995e-12,1.48426e-13,6.46774e-14,4.5185e-12,4.59899e-12
12,2017-07-16 01:22:52,4094.0,229705.0,8.1495,8.0919,28.052670000000003,5.8295547999999995,36.41171,186.7385,1023.4742699999999,0.01314,95.89913,0.0,0.0563,33.080040000000004,-72.2027,150018612.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.5600000000000004e-05,128.0,32.0,35.12,7.0,0.0,0.0,0.0,0.0,0.0,1.0,36.3,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1820.0,6.821799999999999e-14,8.67684e-12,5.19459e-13,4.77245e-11,5.251340000000001e-10,2.1173600000000002e-09,1.28402e-10,8.41514e-11,4.31828e-13,4.87477e-12,3.3019699999999995e-12,1.48426e-13,6.46774e-14,4.5185e-12,4.63818e-12
13,2017-07-16 01:22:55,4095.0,229753.0,8.6257,8.5647,28.052840000000003,5.8295074,36.41109,187.4422,1023.4757900000001,0.01314,95.89913,0.0,0.2598,33.08012,-72.20268,150018612.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.5600000000000004e-05,128.0,32.0,35.12,7.0,0.0,0.0,0.0,0.0,0.0,1.0,36.3,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1821.0,6.74998e-14,8.67439e-12,5.26509e-13,4.76605e-11,5.251759999999999e-10,2.10156e-09,1.28292e-10,8.40181e-11,4.3287600000000003e-13,4.882980000000001e-12,3.3018e-12,1.49002e-13,6.45352e-14,4.53404e-12,4.63818e-12
14,2017-07-16 01:22:59,4096.0,229801.0,8.9147,8.8516,28.04382,5.8283949999999995,36.410140000000006,186.2546,1023.4792800000001,0.01314,95.87268,0.0,0.1378,33.0802,-72.20268,150018612.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.13,6.0,0.0,0.0,0.0,0.0,0.0,1.0,36.3,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1822.0,6.649019999999999e-14,8.68838e-12,5.301310000000001e-13,4.77014e-11,5.25006e-10,2.09718e-09,1.2846600000000001e-10,8.41069e-11,4.3156499999999994e-13,4.9003e-12,3.3106900000000003e-12,1.4840599999999998e-13,6.548060000000001e-14,4.53504e-12,4.63818e-12
15,2017-07-16 01:23:03,4097.0,230233.0,12.9678,12.8759,28.009179999999997,5.824392700000001,36.40746,187.6067,1023.50598,0.01314,95.87268,0.0,0.2316,33.08088,-72.20254,150018614.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.11,7.0,0.0,0.0,0.0,0.0,0.0,1.0,36.4,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1823.0,6.6282e-14,8.67573e-12,5.35169e-13,4.75477e-11,5.24452e-10,2.10281e-09,1.28441e-10,8.41087e-11,4.31349e-13,4.89486e-12,3.31007e-12,1.48652e-13,6.5347e-14,4.50928e-12,4.59377e-12
16,2017-07-16 01:23:07,4098.0,230281.0,13.0232,12.9309,28.01475,5.8248137,36.4061,187.3664,1023.5033699999999,0.01314,95.89913,0.0,0.023,33.08096,-72.20251999999999,150018614.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.11,7.0,0.0,0.0,0.0,0.0,0.0,1.0,36.4,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1823.0,6.6282e-14,8.67573e-12,5.35169e-13,4.75477e-11,5.24452e-10,2.10281e-09,1.28441e-10,8.41087e-11,4.31349e-13,4.89486e-12,3.31007e-12,1.48652e-13,6.5347e-14,4.50928e-12,4.53504e-12
17,2017-07-16 01:23:11,4099.0,230329.0,13.5191,13.4233,27.99205,5.8224309000000005,36.4067,187.9144,1023.5134,0.01314,95.89913,0.0,0.2518,33.08104,-72.20251999999999,150018614.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.1,7.0,0.0,0.0,0.0,0.0,0.0,1.0,36.4,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1824.0,6.74495e-14,8.68372e-12,5.36238e-13,4.74953e-11,5.227180000000001e-10,2.08502e-09,1.28342e-10,8.413e-11,4.32175e-13,4.91185e-12,3.3150699999999995e-12,1.48648e-13,6.48093e-14,4.53715e-12,4.53504e-12
18,2017-07-16 01:23:14,4100.0,230377.0,13.8232,13.7252,28.014159999999997,5.8249413,36.40721,187.9326,1023.5078199999999,0.01314,95.87268,0.0,0.1352,33.08112,-72.2025,150018615.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.12,7.0,0.0,0.0,0.0,0.0,0.0,1.0,36.4,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1825.0,6.73368e-14,8.67639e-12,5.40984e-13,4.75557e-11,5.22448e-10,2.08388e-09,1.28448e-10,8.40394e-11,4.31204e-13,4.91207e-12,3.31929e-12,1.47955e-13,6.54945e-14,4.5319300000000005e-12,4.54436e-12
19,2017-07-16 01:23:19,4101.0,230425.0,14.424,14.3218,28.05412,5.8298206,36.41053,187.7896,1023.4997400000001,0.01314,95.89913,0.0,0.3144,33.0812,-72.20248000000001,150018615.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.11,7.0,0.0,0.0,0.0,0.0,0.0,1.0,36.4,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1825.0,6.73368e-14,8.67639e-12,5.40984e-13,4.75557e-11,5.22448e-10,2.08388e-09,1.28448e-10,8.40394e-11,4.31204e-13,4.91207e-12,3.31929e-12,1.47955e-13,6.54945e-14,4.5319300000000005e-12,4.61442e-12
20,2017-07-16 01:23:22,4102.0,230473.0,14.8855,14.78,28.04842,5.8293042999999996,36.411159999999995,188.3129,1023.50407,-0.0038399999999999997,95.87268,0.0,0.2122,33.08126,-72.20246,150018615.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.11,7.0,0.0,0.0,0.0,0.0,0.0,1.0,36.4,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1826.0,6.6341e-14,8.68305e-12,5.43454e-13,4.73976e-11,5.220639999999999e-10,2.0814899999999996e-09,1.2828499999999999e-10,8.40146e-11,4.3273e-13,4.90941e-12,3.31413e-12,1.48236e-13,6.64017e-14,4.57012e-12,4.61442e-12
21,2017-07-16 01:23:26,4103.0,230521.0,15.3126,15.204,28.02839,5.8270477,36.41061,186.6254,1023.5120699999999,0.01314,95.89913,0.0,0.2286,33.08136,-72.20246,150018615.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.12,6.0,0.0,0.0,0.0,0.0,0.0,1.0,36.4,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1827.0,6.73992e-14,8.66285e-12,5.455359999999999e-13,4.74012e-11,5.21268e-10,2.07751e-09,1.28257e-10,8.39737e-11,4.3076700000000003e-13,4.9057400000000005e-12,3.31435e-12,1.4868699999999998e-13,6.57616e-14,4.57212e-12,4.58966e-12
22,2017-07-16 01:23:30,4104.0,230569.0,15.5404,15.4301,28.00576,5.8240764,36.407090000000004,186.9065,1023.5178400000001,0.03011,95.63456,0.0,0.111,33.08142,-72.20244,150018615.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.12,6.0,0.0,0.0,0.0,0.0,0.0,1.0,36.4,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1828.0,6.77219e-14,8.667960000000001e-12,5.48381e-13,4.73115e-11,5.213250000000001e-10,2.072e-09,1.2806799999999999e-10,8.38369e-11,4.3098900000000004e-13,4.91285e-12,3.31696e-12,1.49082e-13,6.486649999999999e-14,4.5237099999999995e-12,4.65461e-12
23,2017-07-16 01:23:34,4105.0,230617.0,15.7292,15.6176,28.02763,5.8266665,36.40838,187.6481,1023.5124300000001,0.01314,95.8998099452,36.40105,187.9292,1023.5697,0.01314,95.87268,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.12,6.0,0.0,0.0,0.0,0.0,0.0,1.0,36.4,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1828.0,6.77219e-14,8.667960000000001e-12,5.48381e-13,4.73115e-11,5.213250000000001e-10,2.072e-09,1.2806799999999999e-10,8.38369e-11,4.3098900000000004e-13,4.91285e-12,3.31696e-12,1.49082e-13,6.486649999999999e-14,4.5237099999999995e-12,4.62164e-12
24,2017-07-16 01:23:37,4106.0,231073.0,19.5976,19.4583,27.856820000000003,5.806327,36.395759999999996,186.9753,1023.57554,0.01314,95.87268,0.0,0.1118,33.08226,-72.20232,150018617.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.12,6.0,0.0,0.0,0.0,0.0,0.0,1.0,36.4,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1829.0,6.71182e-14,8.66707e-12,5.50518e-13,4.73044e-11,5.210980000000001e-10,2.07223e-09,1.28072e-10,8.39364e-11,4.30454e-13,4.91673e-12,3.31202e-12,1.4865499999999999e-13,6.50573e-14,4.4679800000000005e-12,4.62164e-12
25,2017-07-16 01:23:41,4107.0,231121.0,20.2197,20.076,27.855159999999998,5.806224299999999,36.39614,188.4562,1023.5790300000001,0.01314,95.87268,0.0,0.3299,33.08234,-72.2023,150018618.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.12,6.0,0.0,0.0,0.0,0.0,0.0,1.0,36.4,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1830.0,6.683200000000001e-14,8.66374e-12,5.507399999999999e-13,4.72573e-11,5.1935e-10,2.0663699999999998e-09,1.27955e-10,8.38067e-11,4.3225799999999997e-13,4.91751e-12,3.3110699999999995e-12,1.48399e-13,6.48179e-14,4.53915e-12,4.68048e-12
26,2017-07-16 01:23:45,4108.0,231169.0,20.62,20.4734,27.81999,5.802464499999999,36.39667,188.5195,1023.5926599999999,0.01314,95.92559,0.0,0.1998,33.0824,-72.20228,150018618.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.05,8.0,0.0,0.0,0.0,0.0,0.0,1.0,36.4,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1830.0,6.683200000000001e-14,8.66374e-12,5.507399999999999e-13,4.72573e-11,5.1935e-10,2.0663699999999998e-09,1.27955e-10,8.38067e-11,4.3225799999999997e-13,4.91751e-12,3.3110699999999995e-12,1.48399e-13,6.48179e-14,4.53915e-12,4.63607e-12
27,2017-07-16 01:23:49,4109.0,231217.0,20.9768,20.8277,27.79362,5.7996335,36.39697,188.8434,1023.6030400000001,0.01314,95.87268,0.0,0.1757,33.08248,-72.20226,150018618.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.06,7.0,0.0,0.0,0.0,0.0,0.0,1.0,36.4,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1831.0,6.71581e-14,8.654189999999999e-12,5.535020000000001e-13,4.71889e-11,5.18654e-10,2.06194e-09,1.27898e-10,8.386e-11,4.31322e-13,4.909069999999999e-12,3.3121300000000003e-12,1.4776e-13,6.59056e-14,4.52161e-12,4.63607e-12
28,2017-07-16 01:23:52,4110.0,231265.0,21.4116,21.2594,27.81059,5.801568700000001,36.39738,188.3893,1023.59966,0.03011,95.87268,0.0,0.232,33.08256,-72.20224,150018618.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.06,7.0,0.0,0.0,0.0,0.0,0.0,1.0,36.4,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1832.0,6.743389999999999e-14,8.6231e-12,5.55653e-13,4.70797e-11,5.18341e-10,2.05716e-09,1.2757400000000001e-10,8.36931e-11,4.3008699999999997e-13,4.90508e-12,3.3078e-12,1.48499e-13,6.52135e-14,4.5175e-12,4.60099e-12
29,2017-07-16 01:23:56,4111.0,231313.0,21.6215,21.4678,27.814159999999998,5.8017433,36.39577,188.4441,1023.5981800000001,0.01314,95.89913,0.0,0.1041,33.082640000000005,-72.20224,150018618.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.06,7.0,0.0,0.0,0.0,0.0,0.0,1.0,36.4,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1833.0,6.74998e-14,8.63531e-12,5.57832e-13,4.71028e-11,5.177869999999999e-10,2.0579e-09,1.27557e-10,8.36433e-11,4.3017700000000003e-13,4.91207e-12,3.3050800000000003e-12,1.4753499999999999e-13,6.50001e-14,4.53404e-12,4.63407e-12
30,2017-07-16 01:24:02,4112.0,231361.0,22.0114,21.8548,27.79508,5.7998560999999995,36.397090000000006,188.3411,1023.6070900000001,0.01314,95.87268,0.0,0.1951,33.0827,-72.20222,150018619.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.06,7.0,0.0,0.0,0.0,0.0,0.0,1.0,36.4,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1834.0,6.611730000000001e-14,8.64331e-12,5.58886e-13,4.69758e-11,5.16678e-10,2.05296e-09,1.2759600000000002e-10,8.36522e-11,4.2948299999999997e-13,4.9124e-12,3.30597e-12,1.47621e-13,6.4438e-14,4.49074e-12,4.53293e-12
31,2017-07-16 01:24:06,4113.0,231409.0,22.2453,22.0871,27.78383,5.798635099999999,36.3971,187.5625,1023.61177,0.01314,95.89913,0.0,0.1192,33.08278,-72.2022,150018619.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.06,7.0,0.0,0.0,0.0,0.0,0.0,1.0,36.4,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1834.0,6.611730000000001e-14,8.64331e-12,5.58886e-13,4.69758e-11,5.16678e-10,2.05296e-09,1.2759600000000002e-10,8.36522e-11,4.2948299999999997e-13,4.9124e-12,3.30597e-12,1.47621e-13,6.4438e-14,4.49074e-12,4.5566900000000004e-12
32,2017-07-16 01:24:10,4114.0,231865.0,26.1386,25.9525,27.47025,5.7654316,36.40383,189.6104,1023.7357199999999,0.01314,95.84622,0.0,0.2547,33.08354,-72.20208000000001,150018621.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.04,8.0,0.0,0.0,0.0,0.0,0.0,1.0,36.4,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1835.0,6.531929999999999e-14,8.62332e-12,5.6069e-13,4.69749e-11,5.160100000000001e-10,2.04977e-09,1.2757100000000001e-10,8.36042e-11,4.29955e-13,4.92006e-12,3.29731e-12,1.47372e-13,6.59438e-14,4.48552e-12,4.5566900000000004e-12
33,2017-07-16 01:24:13,4115.0,231913.0,26.4506,26.2623,27.458679999999998,5.7641900999999995,36.4039,189.4199,1023.74087,0.01314,95.79331,0.0,0.132,33.08362,-72.20206,150018621.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.05,8.0,0.0,0.0,0.0,0.0,0.0,1.0,36.3,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1836.0,6.67296e-14,8.62088e-12,5.59761e-13,4.68274e-11,5.150159999999999e-10,2.04426e-09,1.27411e-10,8.35829e-11,4.28851e-13,4.9164e-12,3.2929199999999997e-12,1.47438e-13,6.53332e-14,4.5185e-12,4.59377e-12
34,2017-07-16 01:24:17,4116.0,231961.0,26.7296,26.5393,27.44107,5.762608599999999,36.40627,190.3273,1023.74956,0.03011,95.81976,0.0,0.1489,33.0837,-72.20204,150018621.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,36.3,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1836.0,6.67296e-14,8.62088e-12,5.59761e-13,4.68274e-11,5.150159999999999e-10,2.04426e-09,1.27411e-10,8.35829e-11,4.28851e-13,4.9164e-12,3.2929199999999997e-12,1.47438e-13,6.53332e-14,4.5185e-12,4.58966e-12
35,2017-07-16 01:24:21,4117.0,232009.0,27.0072,26.8148,27.42803,5.761304,36.40705,189.636,1023.7555699999999,0.03011,95.84622,0.0,0.1335,33.0838,-72.20204,150018621.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,35.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,36.3,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1837.0,6.760739999999999e-14,8.61133e-12,5.60552e-13,4.67431e-11,5.13268e-10,2.03516e-09,1.27368e-10,8.3503e-11,4.29455e-13,4.9137400000000004e-12,3.28237e-12,1.47934e-13,6.52586e-14,4.47109e-12,4.658830000000001e-12
36,2017-07-16 01:24:25,4118.0,232057.0,27.4647,27.2691,27.425279999999997,5.7610117,36.40697,189.4195,1023.7583599999999,0.03011,95.89913,0.0,0.2292,33.08388,-72.20201999999999,150018622.0,0.0,0.0,0.0,0.0,51.0,39.0,290.0,100.0,4.3e-05,128.0,32.0,34.99,9.0,0.0,0.0,0.0,0.0,0.0,1.0,36.3,1.0,0.0,,,,,,,,,,,,,,,,,0.0,1838.0,6.666019999999999e-14,8.63443e-12,5.62855e-13,4.66693e-11,5.11363e-10,2.02971e-09,1.2740399999999998e-10,8.35332e-11,4.2737299999999994e-13,4.91973e-12,3.2823199999999997e-12,1.47108e-13,6.479540000000001e-14,4.45355e-12,4.658830000000001e-12
